cardId,listId,pageId,text
7849566,8,1,狗眼和材料都是足够的;狂乱没神话慎重;自己看装备搭配呗  狂乱没神话也很强啊  但是如果用狂乱代替3件大幽魂 另外3个也要换成愤怒了 就留个求道者;狂乱没神话也没什么问题;愤怒两件就行。走38A。比如水果上肩腰。不用担心愤怒的三件套debuff;如果没有属白稀释。更建议大幽魂。;有工作服上衣。武器神之意向;我跨了狂乱 用着难受 又跨了俩黑魔法;大号别带狂乱。狂气难受;同问  现在神巨次元神话 狂乱吞粪   纠结搞不搞幽魂
7850310,8,1,随便进了个野队  全程无机制乱杀没打伪装者  就索伦前奶爸等了下太阳cd  boss真白给 一二觉下去没了;我2700e的纯C dps全程45%;不过也有可能是奶大才轻松。荣誉三攻2100+;o ;奶子大;难是指的秒不了的情况。秒不了的话青面修罗和疯魔索伦。我真拿他们没办法;困难伪装者没用啊。打了干嘛;难道还有人打伪装者？。。;确实。第一次打以为很难。结果1分半就过了;本来就不难呀。国服难就难在伤害不够还不喜欢看机制、攻略。就喜欢一味的秒秒秒;这样啊  我还以为和普通一样;4000多e 会玩的话都可以2拖了。高配队都是平推的。1分半左右
7848553,5,1,嗨。蚊子腿活动。本来四个。现在变两个。操作可以。只是看不懂。。。。。;反正昨晚抽卡和在线30分钟活动。绑定领取角色的时候。就提示登录信息已失效。领不了。今晚在这样。这几个活动就再也不碰了。不够恶心人的;这腿不小了。6-9天各有100引导石呢。加起来400个了;看看下午能不能领;可能是CH领导看到部分收益（黑钻）没了。下令停止两个活动。真是玩不起的赶脚。当初这活动是怎么通过决策开放的。想不明白。;麻烦用你聪明的小脑瓜想一想。哥！;目前来看就是网页的问题。早晚会修复的。别动不动就阉割阉割的。;就会员和黄钻的不行了;有bug。下线维护去了;看来你是CH小号。内部消息都知道。把目前的实际情况发表一下没毛病吧。;进qq注销账号重新登录可以解决。亲测。
7850547,5,1,上衣是擎天神话上衣。可能是太拉跨。显示不出来。;就沙袋20s日常5药。大家猜一猜伤害。;5000？;顺便说一句狂乱是这版本战斗力的答案;稳定3400
7850062,16,1,以前多少天都碰不到一次   今天一早上就5。6次了;该怎么办
7849908,16,1,看计算器好像吞愤的数据好像很高 我要不要换啊;也祝各位天天闪神话～;？;这身都毕业了吧还换啥;草你个嘴啊。我跨八还没开服你就出神话了？;恭喜恭喜;你这个不是已经毕业了么？ 要追求也是工作服耳环啊;吞愤29搭配比我这套计算器高了快百分之10;可以弄两套装备。一天换一套。问就是有神话任性;恍惚拉下来的吧;没必要
7849868,16,1,韩服不是马上希洛克了。我希望团本奖励可以效仿乌龟的荒古武器 出罐子和自选  周期取决于100级版本的寿命  自我感觉希洛克出来后最多一年吧。再久就很无聊了。  如果说策划为了强行让你百花齐放  就是不出  除了拼脸以外的神话获取方式 ;那就不出吧 该玩还得玩;就这么沉了吗;现状就是1.拖进度拉长点版本被喷。2.马服版本迅速结束。后期无事可做被喷。;我觉得游戏好不好玩最重要的是有没有人陪你玩。不如来点不强制的休闲社交玩法得了。比如加大pkc的比重或者曾经的小游戏回归。奖励就来点小玩意
7850050,8,1,连续一个多星期一管疲劳一个毒瘤史诗。今天破天荒的出了六个。虽然也都是分解货;还有个小卡片;那是转运。不是暴率问题;给你爆率平衡了;变低了;爆率平衡而已;亏了。本来该出神话的。给你多爆点辣鸡史诗然后扯平了;不是爆率高了 可能你欧了 我反正真真光头了 狗眼都没掉;我今天2个号刷齐了首饰。一套777。一套打字;我就感觉我就周4賊欧 平均都有六七件 然后过了周四不是光头就是一件武器;是的  你们爆率都变高了  我连续两天光头了
7849388,5,1,装备0红字首饰耳环没附魔！跨界了一把星之海伤害多了400亿;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;破坏队形。求问时装
7849664,16,1,我记得看到说24号可以领了。但点进去没有。不知道在哪领。;app首页 总算等到今晚问这个问题的人了 睡了睡了 一张图循环使用;原来是换地方了;活动已结束;。溜了溜了
7850175,14,1,一直没看到领取公告呀;一直app首页挂着 也有公告 时不时有人问有人解答 大侠下次签到再见;首页滚动的一直有啊 早领完了
7811379,15,1,置顶了一个很有趣的木工精。云职业评测以及脑补能力令我五体投地;东总说不再搞20S排名了。于是自己用他计算器整理了一个100版本的20S伤害排名数据全部取自东总最新版的计算器;为什么写这个帖子？这几天看C站部分用户对鬼泣云的飞起;什么随便一个纯C吊打鬼泣。鬼泣九鬼倒一撑死全职业中游之类的数不胜数;鬼泣现在爆发伤害和20S确实比不了最最顶尖那几个职业;但也只是比不上那几个版本之子而已。我可不想冠绝九剑;大部分人无非就是哭95技能不吃攻速手感极度拉稀。三觉罚站没有以前双觉脱手的简单;而已;真就当了几个月幻神这落差就接受不了了？当不了第一就是下水道还行;我看部分人连20S打桩都没打明白和爆发向的打法都不懂也出来尬云？;先说明几点;1）默认双伟选红10武器耳环+12锻8。100版本完美附魔（无龙珠）;2）单人普雷超界模板。手镯全体大地。耳环全体天空;3）无出血纹章无换装无332;4）默认全技能吃宠物技能;已知的几个问题;1）大部分职业加点都没有精细修正。但是大体上没什么问题;2）大部分职业打法都是计算器默认的打法。本人修正的只有男女鬼剑（瞎子暗帝除外）+特工+蓝拳+巫女的20S打法;     部分职业换打法数据可能会有较大出入;3）宠物实际只有10S。爆发快结算快的职业是更有优势的。不过总体出入不会太大;4）有更好打法并且有兴趣的可以提供打法。换装和桩B打法就别来了;5）排名看了图一乐就行;。毕竟都是过气装备。100版本部分装备和武器对职业影响非常大。三觉和非三觉收益也不一样;5.5S左右能把95+一觉+紫阵+冰阵+刀阵+大墓碑+鱼锤+月牙天冲+冥炎剑演出并结算完伤害(刀阵损失一点伤害）;你管这叫墨迹？加上三觉结算完也就11S多;跟风鬼泣就算了。部分老鬼泣也跟着无脑哭弱？看着真让人反胃;换了图片外链应该能看到了吧;插一下。输出排名都是按带奶来排的。你自己独创个“不带奶”“修正打法”。带入了大量主观“微调”因素。终于在疯狂卡洛续航打桩20s后以3.4%优势跃居倒数第三？ ;可惜高级副本现在都需要组奶。暗帝剑鬼带个奶比鬼泣不知道高多少。而且。这是一个极度注重清小怪效率的版本。以鬼泣9鬼垫底的清怪能力。现在确实处于非常难堪的还债期。综合评价不但是第九。还和第八的暗帝有不小的距离。;的娃的娃娃的;看看看看看;看看啊;砖家竟然不是倒数第一？;看看什么;看看;看一下;看看隐藏;我弹药不配有排名么。。。
7850002,16,1,摸鱼看帖子 好多跨八的帖子 有说删除的 有说合并的 怎么回事;不知道。删除是不可能删除的;但是一大早看到好多人说 整晕乎了  我是跨七的 还以为要跟我们合并了呢
7849566,8,2,整排面大幽魂！
7848568,16,1,导致伤害差距那么大的三觉迟迟不更新没人抱怨。神话没出或是出了垫底神话倒是天天抱怨。满屏幕打碟;既得利益者怎么会抱怨其他职业不出三觉呢？“反正我三觉了。你们随意。反正我打团不会没人要”。到底谁是“既得利益者的丑恶嘴脸”？;牌面游戏;“要求神话保底我带头冲锋。要求更新三觉我顾左右而言他”;毕竟事不关己高高挂起。那要求“神话保底”的人能别说的那么高尚吗;还不是屁股决定脑袋;国庆版本估计能开。毕竟一切都是配合礼包时间;可以赌一波门票堇青石了  现在抄底;一更新希洛克 商人扫拍的时候直接卖了跑路;谁抱怨？你发声？你几个人啊？你声音太小。;九剑下天山+男格斗+男枪三觉凑凑。剩下来的人一人一票投票都打不过。;哇。这么为别人着想。你好高尚哦。;抱怨有啥用呢。怕是80%的人都三觉了;太真实了。好多没三觉的职业肯定低人一等;希洛克强拆。来大C。没三觉的滚。奶除外！
7850344,1,2,五一节;好的;感谢提醒
7850375,1,2,马克;不错;来力;300不够 建议3w;看看;看看;看看;来看惹;挺好的
7850275,8,2,吃吃吃;file:///C:\Users\Angelica\Documents\Tencent Files\453676761\Image\C2C\B}I)HHF@J{95UBPE7]B@ZBH.jpg;吃糖;吃糖;file:///C:\Users\Angelica\Documents\Tencent Files\453676761\Image\C2C\B}I)HHF@J{95UBPE7]B@ZBH.jpg;吃糖！！！;恭喜;吃糖看硬盘;我是图;喷水？
7849977,1,2,垃圾啊;有一说一。是有点拉了;我就非常喜欢这一套 4个号都许愿这套2个号带的这套。;看这期测评伤害差距不到10%而有11.4%的CD收益 关键喜欢复活甲。;以后来个无法使用复活币的本瞅瞅;立即分解套;来了来了。辛苦啦;唉。我就是出了这个神话。真的是难受;三个号都有这一套。没得选。妈的。等特殊做出来立马换了。这一套是真他妈拉稀;这套真的有用吗 CD才减百分之10  伤害最拉稀;有神话的情况下应该比普通军神好一些吧
7850310,8,2,困难是指会出现那些平时见不到的机制   ;难在掉线;一刀秒了有啥难的;困难最多就是打个复活币而已。如果感觉没必要就直接直线走;真大佬。你们是一条直线过去。连秒3个的么。。。;伪装者只是加时间而已;三攻过2K 要么增幅11 以上 要么就是毕业了半边.;……三攻2k是上个版本没毕业的奶量;自己打一次就知道c站门槛多扯了;本来就不难的
7849686,16,1,大号刺客拉稀大祭司777加普通军神;瞎子啃奶子2了;百变怪换个戒指就533了;剑豪百变怪弄个手搓肩膀也533了;瞎子没出100ss太刀;剑豪没出100ss巨剑;刺客大概1400次深渊;剑豪大概800次;瞎子大概600次;奶爸加奶妈合起来800多次;但是总数3600多次只见过一次斯宾塞。。;黑比！噢等等。军神得心之所念？告辞了;内东西用光了我一生的运气。。剑豪刚100级就给了。。然而到现在再也没见过斯宾塞;我看得给你两个至高之炎;我300把的时候出的第一个心之所念 然后4200把才出大魔法师上衣 4700把出赌狗耳环 所以加油 再刷刷;还可以。略黑吧;刷800次就齐了···脸帝啊··艹···;可惜是小号;我更希望那个军神神话给我刺客。。。;号品这东西真实存在的。。;90版本 这个剑豪毕业就比刺客快;没办法。。; 神话不在多而在于精 我也三个角色 我宁愿3600给我大号出个军神 要不我用流动 遗忘魔法  时之魅影 治睾之炎来跟你换换？; 小号伟选 大号神选 领教到了
7850600,1,2,那我就猜两千五了;换上次元3换把弩还能提升一点。建议立即删除;3500左右
7848553,5,2,刚看了下。活动结束变成下午四点左右修复。可以散了。累计奖励嘛。可以截个图。看到时变没变;刚看了下。活动结束变成下午四点左右修复。可以散了。累计奖励嘛。可以截个图。看到时变没变;手机端卡了下回复多了一个=_-;有确切消息就行。再有。贴子怎么删除？？我怎么找不到;为啥你们一天天跟策划有仇一样。人家开发游戏就是为了挣钱。你们玩游戏是自己要玩谁也没逼你。那活动页面明显是维护去了整的跟欠你钱不给一样。;本来就是回修复的啊 昨天出了可以跨账号领取的BUG…  所以今天屏蔽掉活动维护了 ;CH和玩家本来就是敌我关系。它想办法挣钱。玩家想办法省钱。有问题？;删前六名;CH也是NT。领取的时候是活动结束。刚改的提示。正在修复。不是所有人都会知道是什么情况。没有醒目的标题。会有这么快的反应？;这种东西又不是什么很重要的 策划有必要出尔反尔不给吗 网站有问题就等等呗 再说了网站有问题和策划什么事？策划什么都要做的吗
7849940,16,1,"跨8过分了哦;吓一跳;夸8怎么进不去什么垃圾服务器ch司马玩意;我宣布 跨八服务器被跨六征用了;别的服是亲生的   跨八就是""后妈从垃圾堆捡来的孩子"";。。。洞察这么少频道？"
7847525,1,2,哇。来啦来啦;来了来了。辛苦辛苦;蓝的？;前排;来了来了。果然活动硬币有后续。活动商店可以搬空了;又要罚站;沙发    ;来了;他还卡吗？;真快
7849355,8,2,做一套就没有烦恼了;附魔龙珠就能触发了;做一套也不行啊。就是冲突啊。火强比冰强高很多。但是星之海又是冰属性。只能触发冰强。火强触发不了;比较实惠的是火蜥蜴 哈林光a一下 还有轰爆弹烧油等杂技;弄把传说武器 把打造继承上 然后打上4属性攻击在继承回来;团本不让吃火蜥蜴。触发属性30秒一次。确实很难办;那还不如直接附魔巴卡尔呢;这不是冲突的问题。而是属强同步与工作服特效的结算问题。首先进图了。冰光强化会同步到火强（假设300）。这时候你还没触发工作服：;情况1。你打了一下触发工作服腰带特效。此时冰强变为324。光强也变成324。那么结论就是可以吃到加成。至于火强是300也无所谓了。;情况2。触发工作服特效后。24在原本冰强上相加。加完没有火强高。结果导致属强300都没变化。;我觉得这个情况2不符合实际。但是我没工作服。也没去测;很难把;不用死看这肩膀的24火属。用星之海的话。有腰带或者鞋子都可以。火强同步冰光之后一样的
7850538,1,2,还能什么都送啊。送就不错了;醒醒  你这例子只能是妄想了。除非ch脑子被门夹了;我只喜欢点击就送的活动;普雷那个炒鸡肝。不过也不错;那个别样体验设计的挺不错。;最后。以国服程序员的技术水平。你的贴子他们都做不到;所以......;去年的2W点券;每天肝爆阿;啥也不说了。明天来上班吧。五一七天单角色消耗疲劳8000。送神话;侧滑：能躺何站;整这些我还不如想想怎么骗氪;这版本就是要拖进度   你这个是加速玩家毕业进度      玩家都毕业了  游戏的新内容没做出来    又是一堆脱坑;出这些能挣钱吗？
7848708,1,2,时间引导石。暗魂水晶;我只看到了可以一次换完一周的气息。现在一天一换总是记不住;我是被狗眼限制了;可恶深渊票没了。小号不能列车了;我也是被狗眼限制了。。当然。。公会要是能兑换狗眼+智慧碎片更好。。双赢;我感觉索德罗斯还是挺好的。可以省好多钱。而且这样一来。人偶材料应该会掉价。不知道能不能屯点;其实我希望能在里面加上鹰眼药剂。药剂效果可以砍一刀。在初期缺暴击的情况下。鹰眼药剂真的很棒。;CP护石自选礼盒;换点护石或者符文吧;有的号到现在还不毕业 快哭了;伟大的杜尔夫 :看不起我。怎么不把我安排
7849414,16,1,歧路鞋肩腰+散搭332就行了。戒指鞋子耳环那一套不要鞋子就行;不过由于不要鞋子。地狱求道者这一套可能用不了了。这套鞋子有1-100+1。算是核心部件。其余的。次元2或者骰子2都很强;我看到有人说eiji的DK丢散搭套神话是因为DK必须要歧路鞋。没法穿散搭。害怕有人被误导（不过歧路腰对DK好像是很拉。32+3+3可能比3332要好）;鞋腰是互斥部位。说不能走歧路38并没有错;就如你举例的黑骑觉醒是亏模的。带歧路腰带损失伤害更多;当然如果你装备出的比较不正常。凑合穿不是不行。但是肯定没有通用模板鞋肩水果3强;鞋腰冲不冲突看情况吧。腰带基本上就是为20秒爆发而生的。而歧路鞋子虽然是续航神器。但对于某些职业来说也是爆发神器（如果-CD可以让CP技能20秒多打一个）。这种情况下还是不错的。毕竟3+8可以靠大幽魂吞粪狂乱次元这些拉强度;把黑武一绝也丢下排不就好了。。。反正有了歧路也不用几个技能了;明天复仇可以变成次元2歧路3愤怒3时间3看看伤害咋样;恰恰相反。这俩是互补部位。一个补爆发。一个补续航。不过其他技能拉了;歧路鞋个人感觉还是拿来改变输出方式的 真要比强度的话除了个别职业其余都不太行;我觉得你马上就要被置顶了;为啥
7849908,16,2,吞噬好难玩的。奶抬血抬不上。吃药也吃不上。而且你已经533毕业了啊;您就是狗托吗？;狗托;这么恐怖吗 那还是算了;没必要。把恍惚换成777就行了;问一下哦。洞察出神话是翻牌出。还是像ss爆在地上需要捡起来啊？;他说要走29又没关系。只是我不明白有神话的吞粪怎么走29;不用换;捡起来 而且出神话有延迟 跟深渊一样 别腿太快了;恍惚换777就好了吧
7850050,8,2,爆率都低了;我怎么觉得变低了。满疲劳+30+50=2个分解货;那这样说的话 昨天没闪过光。但是有3个眼;不知道;问题是我两个号都光头了啊;那就是相当于除了6个狗眼;好好了。知道了。等明天光头时候。你又要说“特么。策划暗改”！！ 你们这些真是没读过概率理论吗？？;变低了 光头了;确实有这种情况。偶尔特别非。偶尔欧的大号深渊闪5~6个。小号刷3+3都能连闪好几个
7850047,16,1,豪妹出了一个心痛如绞。当时气炸了。跨了一件改恶 打算不要神话了。百变怪777 工作服 改恶 直接毕业。今天打2-2 出了一个改恶神话。单人。没一点提示。突然七彩。然后 还是改恶。一股血涌上头。全身颤抖了。妈的 。现在脑壳有点痛。没问题吧？
7849671,16,1,回归玩家身上是送的一套限时史诗。自己的装备还是70级的异界套。除了买过几次春节礼包算是一无所有了;自闭单机玩家。想问下现在应该怎么发展？充钱一个月最多千把块吧。想知道除了刷深渊打团以外的刷装备方法。主要为养成感和消磨时间;是真的很久很久没玩DNF了。现在回归完全不懂。希望大家能给点思路。或者推下指引帖子;编辑下。我看了我最近的一套春节是2018年的那个兽人套。因为很好看才买的;买过几次春节？最近的是哪年的？;现在刷装备就是3+3做传说。2+2。深渊。如果打不过2+2可以先去打皇宫做粉装;当然我更建议你一个月千把块直接转给我。你打啥本我带你啥本。你看这样好不好;错过了春节真的要混一年的。起码国庆才能有起色。我的号心悦宠物国庆称号300亿。换成双至尊直接500+;弄一身95假紫 打皇宫普通 基本3 4天 能凑个半身 运气好一身。。传说普通 走起;充就完事了。我没装备打造的小剑帝出了大幽魂神话上衣我也没打算起。因为太费钱了;假紫打皇宫普通？;如果没有17年之后的春节套。那就要做好咸鱼一年的准备了。现在dnf年套太重要了;我觉得还是别回坑了吧。;非常简单。去买个双至尊的号;大佬请问3+3 2+2是啥意思。深渊我知道是智慧的指引;先充个1000块。你身上有限时ss。升到96级就可以天天从普通深渊开始凑装备。我回归也就一开始充了一千多和早几天买了套五一套（合三件天空用了一大半）。剩下的都买深渊票。加上充值送石头和一些白嫖活动。我主玩的剑圣和狂战身上都换了100ss。可以凑到几个三件套两件套的。5词条以上了。最后一边刷深渊一边等国庆套和春节套吧
7849388,5,2,这补丁。卧槽。这补丁;？？？？;破坏下这队形 这补丁真low....;？？？？？？？？？这时装好看吗我只是想穿个不撞衫的而已;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁;防具套装补丁是论坛的自己下呗;这装备补丁就感觉好蠢。100版本开了一个半月了。装备图标都认熟了。瞟一眼就能看出来。看文字反而眼花缭乱;这补丁。卧槽。这补丁;这补丁。卧槽。这补丁
7848162,16,1,由于近期多次见识到野人队友的操作 所以决定寻个小团体 普雷 深渊或者2+2这些都能打 因为工作原因 在下午三点后到晚上可以上线 2奶3c没34 不想给队友造成阵容配置问题 所以c一般打单人 主号是奶 找一个不会出现好几波没有排不上号的队伍就好 （最好不是人手红眼 并不想看到三个队里极诣狂战士）下面是两个奶的截图;换公会吗 换的话可以来;跨6小群.学生党为主.部分上班党.红眼主号玩家1~2个.其他鬼剑士也就几个鬼泣.女鬼玩家居多.普雷时间是周末两天的1点.会拖酱油.楼主有意的话请回复下;老哥群号能给一下么 俺也想加一下 号上没有奶 不过可以贡献34;我也求一个。职业一奶一暗帝;dddddd;我继续蹲 
7849310,16,1,之前是6400亿;skt the bug;坚如磐石;最强3件套不是说着玩的;只等齐黑魔法探求者就能上8000了;应该是搭配问题吧？手搓白字比较高。水果白字相对较少。手搓白字和大幽魂属白稀释的问题吗？为啥我感觉没啥提升;深渊窥视者没有白字;黑魔法比时间3强不了15%吧;20鸡公。你以为呢;用东总计算器算了下的
7847948,16,1,花样多啊 4.。。。。4。。。算了不说了;羡慕1托3我是拖不动的。;水果3魔法师2灵宝恍惚齐了的红眼 火力能不旺吗;多人运动。举报了;给你点赞;宁就是罗志祥？;哥你真猛;我带过1奶爸1奶妈1奈落的怎么说;你偷窥我
7848568,16,2,女枪女格斗女法激怒。炎上了;以前2觉不是拖得更长。我印象中开安屯的时候女鬼剑还没二觉吧？;我也是这么想的。堇青石一定不是唯一方式。但是一定是一种方式。;但是乌龟是有混子图的。卢克开始混子图没了。普雷又有了。所以。希洛克应该有混子图。不然其他人没法玩。;我家的毒妃希洛克怕是要被踢成皮球;是啊。我没那么高尚。但我不会跑来论坛假装高尚;“出神话保底能防止脱坑潮”“神话保底能保护平民游戏体验”。瞧瞧。多高尚呀;你觉得剩下的职业有多少人当大号玩的。。;男枪也三觉了。周年庆能出。国服团本肯定得国庆。;奶就是不三觉没神话都能进。或许还有光啪。;就差女法了呗;大头都三觉了。谁抱怨;如果真开。非三觉职业肯定进不了团了;韩服都没人了。还有什么声音
7849686,16,2,呜呜呜。。是因为这个小号出了军神神话才给他拉满的  我一开始没预算买年套的。。。亏了一套花篮可换的天空呢。。; 呵 渣男;你的深渊是不是不会出重复的吖。是不是不会出枪剑士魔枪士的武器吖！我的深渊好黑呀。。
7850275,8,3,file:///C:\Users\Angelica\Documents\Tencent Files\453676761\Image\C2C\B}I)HHF@J{95UBPE7]B@ZBH.jpg;看硬盘;吃吃;吃糖呦～;给我吗;[img]https://graph.baidu.com/resource/12271d5eff980e092702f01588222850.jpg;[/img];吃糖。恭喜;[img]https://graph.baidu.com/resource/12271d5eff980e092702f01588222850.jpg;吃糖;你不缺啊  哈哈
7850310,8,3,伤害够还不是乱打 ;荣誉 哪有那么夸张 又不是勇气;主要别的也没必要打的感觉
7849979,16,1,每次深渊必出随机神话碎片*2;运气好。几千吧出了。运气不好就俩万把深渊图鉴弄全了点呗;人家只想要2000把出成品呢。;要是能固定出军神。什么的。一万两万次也刷得起。目前单号2500次无神话。全账号4400次1神话;4000次神之意向全账号0把。。。。。。。;那毕业武器怎么办？
7811379,15,2,呜呜呜。牡丹太惨了8。冰洁这么低吗。我记得之前和魔皇55开呀。大地女神这么猛吗？？？;看看;看看;找到了 公蛋 果然下水道;看看鬼泣;1111134;你们马上给鬼泣哥道歉剑鬼才是鬼剑士垫底啊;看看;让我康康                           ;给阿瞎子哥道歉
7849977,1,3,我就是这个神话。。。。;康康;漫游出了这个神话耳环。还有工作服神话耳环;对。我就是普通军神换的他;齐了凑合带。等工作服够了就分了;挤挤;出了都分解了 废物套;就这套齐了;复活效果团本好像没用
7848962,16,1,“味道很好。但是最好不要吃太多。”;要素分布:;蓝色情人节;Ps:带有怒海霸主和天9头发的第二个版本;加大力度。我才刚开始;干啥啥不行 ghs第一名;我好了;可爱。我好了;赞;捞一下;捞一下
